1191,"",1130,\N,\N,\N,\N,\N,0,"cdatc_1191",\N,"dci_1130"
1192,"S01ED06",1131,0,"",\N,"",\N,0,"cdatc_1192","","dci_1131"
1193,"L04AA28",1132,0,"",\N,"",\N,0,"cdatc_1193","","dci_1132"
1194,"",1133,\N,\N,\N,\N,\N,0,"cdatc_1194",\N,"dci_1133"
1195,"L04AA26",1134,25,"mg",\N,"",\N,0,"cdatc_1195","http://www.cbip.be/fr/contents/jump?amppid=65375","dci_1134"
1196,"A03B",1135,0,"",\N,"",\N,0,"cdatc_1196","","dci_1135"
1197,"A03DB",1136,0,"",\N,"",\N,0,"cdatc_1197","","dci_1136"
1198,"A03CB",1137,0,"",\N,"",\N,0,"cdatc_1198","","dci_1137"
1199,"C03EA15",1138,0,"",\N,"",\N,0,"cdatc_1199","","dci_1138"
1200,"NULL",1139,\N,\N,\N,\N,\N,0,"cdatc_1200",\N,"dci_1139"
2828,"NULL",114,\N,\N,\N,\N,\N,0,"cdatc_2828",\N,"dci_114"
1201,"C09AA07",1140,0,"",\N,"",\N,0,"cdatc_1201","","dci_1140"
1202,"C09BA07",1141,0,"",\N,"",\N,0,"cdatc_1202","","dci_1141"
1203,"L01AA09",1142,12.357,"mg",\N,"",\N,0,"cdatc_1203","http://www.cbip.be/fr/contents/jump?amppid=134023","dci_1142"
1204,"A11DA03",1143,0,"",\N,"",\N,0,"cdatc_1204","","dci_1143"
1205,"N02BA10",1144,0,"",\N,"",\N,0,"cdatc_1205","","dci_1144"
1206,"N05AD07",1145,0,"",\N,"",\N,0,"cdatc_1206","","dci_1145"
1207,"D08AJ01",1146,5,"ml",\N,"",\N,0,"cdatc_1207","http://www.cbip.be/fr/contents/jump?amppid=13862","dci_1146"
1208,"G02BB21",1146,0,"",\N,"",\N,0,"cdatc_1208","","dci_1146"
1209,"R02AA16",1146,0,"",\N,"",\N,0,"cdatc_1209","","dci_1146"
1210,"N05AL",1147,0,"",\N,"",\N,0,"cdatc_1210","","dci_1147"
1211,"C05CX30",1148,0,"",\N,"",\N,0,"cdatc_1211","","dci_1148"
1212,"J01CE08",1149,3600,"mg",\N,"",\N,0,"cdatc_1212","http://www.cbip.be/fr/contents/jump?amppid=23176","dci_1149"
2829,"N/A",115,0,"",\N,"",\N,0,"cdatc_2829","","dci_115"
1213,"M04AB03",1150,0,"",\N,"",\N,0,"cdatc_1213","","dci_1150"
1214,"P03AX01",1151,0,"",\N,"",\N,0,"cdatc_1214","","dci_1151"
1215,"C05AD03",1152,0,"",\N,"",\N,0,"cdatc_1215","","dci_1152"
1216,"D04AB04",1152,0,"",\N,"",\N,0,"cdatc_1216","","dci_1152"
1217,"",1153,\N,\N,\N,\N,\N,0,"cdatc_1217",\N,"dci_1153"
1218,"S01AX20",1154,0,"",\N,"",\N,0,"cdatc_1218","","dci_1154"
1219,"D10AE01",1155,250,"mg",\N,"",\N,0,"cdatc_1219","http://www.cbip.be/fr/contents/jump?amppid=14373","dci_1155"
1220,"G02CC03",1156,0,"",\N,"",\N,0,"cdatc_1220","","dci_1156"
1221,"J01CE01",1157,3600,"mg",\N,"",\N,0,"cdatc_1221","http://www.cbip.be/fr/contents/jump?amppid=5819","dci_1157"
